P;PN;PV;SR;SS;SV;TV;mean(PS);mean(TMD_SV);mean(TMD_TV);sd(PS);sd(TMD_SV);sd(TMD_TV);Time;
0,548204;1033;1,27724e+009;0,0233243;4,49987e+007;1,92927e+009;4,27022e+009;90,666;22004,2;13433;65,4911;6357,26;9082,03;0h, 0m and 16s;
