30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;290;300;310;330;390;400;410;460;470;
156;78;69;102;58;92;69;69;40;47;44;20;20;27;14;19;29;10;9;6;9;7;6;7;6;2;8;2;3;1;1;1;1;1;
